stars,text
5,                          loved this as much as the other two i would love for her story to keep going of her and sams life together in new york                  
4,                          35 stars a bit predictable but well written                  
4,                           tercera y creo que ultima parte de la historia de lou y la verdad es que a pesar de mis reticencias iniciales ahora que los he leido todos creo que entiendo por que la autora lo ha hechoahora entiendo que no ha sido alargar por alargar que la historia de de lou no terminaba en will que ella era y es la autentica protagonista y la causa de su inicio y finalme ha encantado ser testigo de este viaje de autodescubrimiento de lou y ha sido un placer haber visto su evolucion durante estos tres   tercera y creo que ultima parte de la historia de lou y la verdad es que a pesar de mis reticencias iniciales ahora que los he leido todos creo que entiendo por que la autora lo ha hechoahora entiendo que no ha sido alargar por alargar que la historia de de lou no terminaba en will que ella era y es la autentica protagonista y la causa de su inicio y finalme ha encantado ser testigo de este viaje de autodescubrimiento de lou y ha sido un placer haber visto su evolucion durante estos tres librosen esta ocasion la siguiente parada es la vibrante nueva york lou no solo tendra que enfrentarse a una ciudad totalmente diferente de su tranquilo pueblo si no tambien a un nuevo trabajo como asistente de la caprichosa mujer de un rico hombre de negocios y a una relacion a distancia con sam y por si esto fuera poco lou conocera a un hombre que le traera muchos y muy dolorosos recuerdos del pasadorealmente creo que la sinopsis es un poco enganosa ya que da la sensacion de que el libro se va a centrar mas en la parte romantica y especialmente en josh ese hombre que tanto le recordara a will pero la verdad es que no es asien esta trilogia o en cualquiera de los libros de jojo moyes el romance es solo un elemento mas de la trama pero el motor de ella es siempre otro resena completa httpsbeingsarayblogspotcomes20  more                  
5,                          that ending my thoughts still me is the third book in the me before you series by jojo moyes and i added the book to my tbr the moment i discovered it unfortunately it has been sitting on my bookshelf for longer than i care to admit as i totally meant to read the book back when it was released in january and i even reread me before you and after you beforehand to refresh my brain before starting the book but my overwhelming tbr kept getting in the way and i kept pushing the book  that ending my thoughts still me is the third book in the me before you series by jojo moyes and i added the book to my tbr the moment i discovered it unfortunately it has been sitting on my bookshelf for longer than i care to admit as i totally meant to read the book back when it was released in january and i even reread me before you and after you beforehand to refresh my brain before starting the book but my overwhelming tbr kept getting in the way and i kept pushing the book further and further down my tbr i was determined to finally read the book spring and i¡¦m thrilled to have finally done so i really enjoyed this bookstill me follows along the same storyline as the previous books in this story we follow louisa to new york where she¡¦s starting a new chapter in her life as an assistantcompanion to a millionaire¡¦s new young wife i have to admit i was pretty curious to see louisa¡¦s reaction to new york and how she would take living in the big city it¡¦s definitely not a place my introverted self could handle but i love reading other people¡¦s stories of the city i enjoyed following her along on her adventures as there¡¦s never a dull moment in louisa¡¦s life as i¡¦m sure you know if you¡¦ve read any of the previous books i really enjoyed following her along on her adventures the ending of the book was perfect for heras i said in my thoughts for after you i enjoyed this book in a completely different way than i did for me before you i know they are all books in the same series and they have many of the same characters but i have completely different feelings than me before you than i do for after you and still me it¡¦s so weird that i do this and i guess it could be than one of the main things i loved about the first is missing from the second and third books or maybe it¡¦s because i had such strong feelings for the first book i¡¦m not sure that¡¦s not saying that i didn¡¦t enjoyed the second and third books extremely because i did i just feel completely different about them than i did about the first book it¡¦s super hard to describe especially since this is basically the only series that i feel this way about sighoverall i really enjoyed still me it was a great addition to this wonderful series and i¡¦m thrilled for how things worked out for louisa i¡¦m assuming that this is the last story in the series but i totally wouldn¡¦t mind continuing louisa¡¦s journey she¡¦s such a great character one of my favorites and i could never get enough of her adventures if you love a good contemporary story or if you¡¦ve read me before you and after you in the past and enjoyed those do check out still me as well<U+00A0> if you¡¦ve not yet picked up this series you totally should    more                  
5,                          louisa clark has mourned the loss of will and is finally ready to begin her next adventure she arrives in nyc starry eyed ready to embrace the city and excited by the prospect of working for her wealthy clients the gopniks louisa is soon riding in limousines attending galas and shopping in high end boutiques but despite the glamour the gopniks are her employers and she is expected to attend to their needslouisa is also trying to maintain a long distance connection with her hunky parame  louisa clark has mourned the loss of will and is finally ready to begin her next adventure she arrives in nyc starry eyed ready to embrace the city and excited by the prospect of working for her wealthy clients the gopniks louisa is soon riding in limousines attending galas and shopping in high end boutiques but despite the glamour the gopniks are her employers and she is expected to attend to their needslouisa is also trying to maintain a long distance connection with her hunky paramedic boyfriend sam but the miles apart are putting a strain on their relationship when louisa begins to question her identify she must discover who it is she wishes to be i am so glad she finds the courage to be the louisa i fell in love with in me before you funny honest caring and willing to risk her heart for lovehope the is more louisa in the future  more                  
4,                          fresca entranable dulce tenia miedo de empezar este tercero porque borre el segundo de mi mente si como si la historia de will y lou se hubiese acabado con el primer libro y punto el segundo se tersgiverso tanto q para mi perdio un poco la magia en este se recupera el tono mas sosegado y q lou sea de nuevo la protagonista indiscutible ha conseguido ganarme de nuevo ella tan carismatica y jojo moyes logrando q devores las paginas sin darte cuenta <U+2764><U+2764><U+2764><U+2764>aun asi me doy cuenta de que lleg  fresca entranable dulce tenia miedo de empezar este tercero porque borre el segundo de mi mente si como si la historia de will y lou se hubiese acabado con el primer libro y punto el segundo se tersgiverso tanto q para mi perdio un poco la magia en este se recupera el tono mas sosegado y q lou sea de nuevo la protagonista indiscutible ha conseguido ganarme de nuevo ella tan carismatica y jojo moyes logrando q devores las paginas sin darte cuenta <U+2764><U+2764><U+2764><U+2764>aun asi me doy cuenta de que llegue a esta novela mendigando un poco mas de willpor eso quiza he dudado entre las 3 y las 4 estrellas tambien pq me da miedo q se alargue tanto que llegue a desvirtuarme a mi lou  more                  
5,                          i loved itbooks 23 are not really comparable to the first book but they were just as greatthis third book was adorable and funny and sad and moving and new yorky and i just adored it i loved how louisa tried to find her place in life and how it sometimes worked but mostly not but shell get there great bookwouldnt mind a 4th one and maybe a netflix show about her new york time <U+263A> <U+2661>  <U+2661>                               
3,                          pretty good it had its faults but it was just what i was in the mood for fluffy entertaining chick litfor the most part i quite enjoyed louisa she was a lot more driven adventurous and sure of herself in this one instead of the boring whiny aimless loser that she was in the previous book sam was supremely annoying i dont know why louisa put up with him and his hypocrisy he was allowed to be all pally pally with katie but heaven forbid louisa having a male friend also why did he ge  pretty good it had its faults but it was just what i was in the mood for fluffy entertaining chick litfor the most part i quite enjoyed louisa she was a lot more driven adventurous and sure of herself in this one instead of the boring whiny aimless loser that she was in the previous book sam was supremely annoying i dont know why louisa put up with him and his hypocrisy he was allowed to be all pally pally with katie but heaven forbid louisa having a male friend also why did he get so weird and jealous about louisa embracing her life in new york it was like he wanted her to be stuck in a hopeless dead end life instead of a flourishing exciting one louisa should have realised that sam didnt actually want the best for her only the best for himself the character that got to me most was agnes but not in a good way she was thoroughly horrible i had no sympathy for her whatsoever she was a high maintenance melodramatic needy selfish petulant cow whose problems were of her own making there was nothing she didnt complain about any little obligation she had she kicked up a fuss about i dont know what her husband saw in her all she did was sulk and lie to him and what she did to louisa was unforgivable she made her lose her job her home and let her be thought of as a criminal and why did louisa not stick up for herself when her career and home were in jeopardy i know it was meant to show how great and awesome louisa was but it was far fetched for louisa to not speak up for herself when the consequences were so dire i mean why did louisa have so much loyalty to agnes when she hadnt earned it also the big secret of agness that she was so angsty about was stupid beyond measure did she think she was living in the 1800s or something her husband was devoted to her and would have been reasonable about her responsibilities but silly cow agnes was too much of a drama queen to just get things out in the open if she had told the truth to her husband in the first place she wouldnt have been in the mess she was in but the gold digger was too scared of losing her cash machine husband i was less interested in samlouisas eventual reunion and was mostly rooting for a louisaagnes showdown and for agnes to get some much needed comeuppance but that didnt bloody happen we only got the cheesy hea  more                  
3,                          dear louisareading about your adventures in new york was the perfect antidote to the turbulence i have had to deal with in the past 2 weeks i got swept up in your excitement of a new job and opportunities i felt your heart ache for leaving sam behind in england i got enraged on your behalf at the way the gopniks treated you like a slave and was delighted that you got involved in worthwhile causes such as the protests to save the local library i am most proud of you for finding yourself thro  dear louisareading about your adventures in new york was the perfect antidote to the turbulence i have had to deal with in the past 2 weeks i got swept up in your excitement of a new job and opportunities i felt your heart ache for leaving sam behind in england i got enraged on your behalf at the way the gopniks treated you like a slave and was delighted that you got involved in worthwhile causes such as the protests to save the local library i am most proud of you for finding yourself through all of thishowever our time together was not completely perfect i think the ending was a little too sweet for me i could hear the theme song of working girl play in the background but as this is the 3rd time we are spending time together i kinda knew what to expectlove sonjaps the audio narrator was awesome35 stars  more                  
3,                          dnfi read the first two books in the series about two years ago and i really thought i would like this as i did with the first ones but i just didn¡¦t i could not get into it no matter how hard i tried and i really wanted to finish it just put it spite but i was too bored o do so                  
2,                          i skimmed most of it because it was just so dull and sam is a pansy ass bitch that¡¦s all have to contribute                   
4,                          dizem que nao ha amor como o primeiro e nenhum outro livro em que figure louisa clarke ira arrebatarme como viver depois de tiainda ha um pedacinho da minha alma preso nas paginas desse livro e por mais que goste de revisitar a minha lou nunca nunca nunca sera igualposto isto posso reforcar que gostei de reencontrar louisa mais madura ainda que um pouco ao sabor dos ventos do atlanticoe se lhe dou 4 estrelas e por isso mesmo porque ler mais um livro desta serie e como reencontrar uma a  dizem que nao ha amor como o primeiro e nenhum outro livro em que figure louisa clarke ira arrebatarme como viver depois de tiainda ha um pedacinho da minha alma preso nas paginas desse livro e por mais que goste de revisitar a minha lou nunca nunca nunca sera igualposto isto posso reforcar que gostei de reencontrar louisa mais madura ainda que um pouco ao sabor dos ventos do atlanticoe se lhe dou 4 estrelas e por isso mesmo porque ler mais um livro desta serie e como reencontrar uma amiga de quem gosto muito  more                  
3,                          ¡¥still me¡¦ by british author jojo moyes is the third book in what has become her ¡¥me before you¡¦ series which began with ¡¥me before you¡¦ and followed up with second book ¡¥after you¡¦ i will fully admit that i have a complicated relationship with these books i read ¡¥me before you¡¦ in 2012 while on holidays in sydney ¡V i literally walked into a bookshop and picked up one of the books on a ¡¥new releases¡¦ table and dived right in without knowing a fig about the story or author beyond the blurb  ¡¥still me¡¦ by british author jojo moyes is the third book in what has become her ¡¥me before you¡¦ series which began with ¡¥me before you¡¦ and followed up with second book ¡¥after you¡¦ i will fully admit that i have a complicated relationship with these books i read ¡¥me before you¡¦ in 2012 while on holidays in sydney ¡V i literally walked into a bookshop and picked up one of the books on a ¡¥new releases¡¦ table and dived right in without knowing a fig about the story or author beyond the blurb i loved it i cried buckets i thought about it for days afterwards it wasn¡¦t until a year or so later that i became aware of ¡¥own voices¡¦ reviewers who were pulling apart the toxicity and ableism in the story and then really honing in when news of a film adaptation became even more problematic that was also part of my reluctance to read second book ¡¥after you¡¦ ¡V not just because a sequel some four years after the first book was released and clearly designed to cashin on the movie coming out but also because i now had blinkers off to the problems thankfully ¡¥after you¡¦ fully avoided the traps of the first book and leaned into being a universal story of living with grief and all that that entails ¡V including falling in love again i really enjoyed it and given the somewhat cliffhanger emotional ending i was excited to discover jojo moyes bringing a third instalment ¡¥still me¡¦ ¡V which follows lou clark after moving to new york for a new job and thus beginning her new relationship with paramedic sam as a longdistance one it took me two days to read this and then on the home stretch i stayed up until 2am to finish now that¡¦s not necessarily because it was so amazingly brilliant but because i¡¦m experiencing a slight new year reading malaise and can¡¦t really get started or stuck into anything ¡K until ¡¥still me¡¦ came along it is not a brilliant book and is certainly a pail in comparison to my enjoyable reads of the first and second instalments but i needed to know how it would all end because lou clark has truly grown on me stripey leggings and all lou¡¦s new job in new york supplied by physical therapist friend nathan involves being a companion of sorts to a rich new york wife called agnes gopnik who is struggling to adjust to her role as second wife amidst the glitz glamour and fundraiser events her husband¡¦s role require she attend agnes is also originally from poland and missing her family terribly and part of lou¡¦s job is to simply provide companionship that she¡¦s not getting from the coldshoulders of ny¡¦s elite while finding her feet as a newbie to new york and adjusting to a very different caregiver role lou is also missing her new boyfriend sam ¡V who she had been with for only a few months before he urged her to take this job of a lifetime but there¡¦s every indication that their new relationship can weather the storm of a year apart considering the extraordinary circumstances that bought them together ¡V sam grieving his dead sister lou grieving for will traynor ¡V and then sam getting gravely injured while out on a job all of which has seen them fall fast and hard for one another the lou in new york storyline is seriously lacklustre agnes gopnik is a character sadly made of cliches right down to the pigeonenglish dialogue she spouts her story is clearly built up to be something more than i certainly felt as a reader ¡K and while moyes tries a doover with another character to pull on lou¡¦s heartstrings this one felt like a slightly maddening uturn and never quite landed an emotional punch i wish we¡¦d gotten more sam but predictably the fact that we don¡¦t is kinda the whole point but i still feel like there¡¦s more to know about him and there were so many times in the book where for the sake of an adrenaline injection in the staid story i wished lou would lean into confrontation and tackle situations headon the fact that she doesn¡¦t repeatedly leaves the novel with a feeling of a held breath and even by the end i still felt there was a lot left unsaid that needed to be aired if this was to be the last instalment the other negative of ¡¥still me¡¦ is the memory of will traynor awkwardly shoehorned in for relevancy i thought ¡¥after you¡¦ was going to be a trainwreck when it was revealed that will had a surprise lovechild but that storyline worked well in this book will¡¦s spectre comes in the form of two or three old letters he wrote during his time in new york and also ¡V a lookalike american who gives lou pause josh is another awkward shoehorn but there was some purpose to his presence which was i thought to show lou that had will never had his accident ¡V he probably would have kept on being an entitled banking prat who¡¦d have never given her and her wacky style a secondglance ugh this book was ¡K fine hovering somewhere between a 25 and a 3 i am at a point now though where i hope we¡¦ve seen the last of lou clark there¡¦s no part of me that doesn¡¦t think she¡¦ll be just fine and living a fantastically messy and sparkly life i¡¦m good now let¡¦s be done   more                  
5,                           ¡¥once upon a time there was a smalltown girl who lived in a small world she was perfectly happy or at least she told herself she was¡¦ louisa is back but this time she¡¦s living in the big city after deciding to start saying yes to all those things that were forever holding her back from experiencing life with a little help from will of course she¡¦s left ambulance sam back in england along with the rest of her family confident that she¡¦ll be able to create a life for herself while mainta    ¡¥once upon a time there was a smalltown girl who lived in a small world she was perfectly happy or at least she told herself she was¡¦louisa is back but this time she¡¦s living in the big city after deciding to start saying yes to all those things that were forever holding her back from experiencing life with a little help from will of course she¡¦s left ambulance sam back in england along with the rest of her family confident that she¡¦ll be able to create a life for herself while maintaining the old her job this time involves new york high society where she¡¦s working for agnes the affluent leonard gopnik¡¦s second and much younger wife despite the constant demands of her new job and the usually excessive hours louisa still manages to make some important connections within the city that never sleeps a friendly doorman who introduces him to her family and a whole other slice of the city she had yet to perceive an irascible old woman with a pug named dean martin and a couple of girls she bonds with over a love of vintage clothing  ¡¥i thought about how you¡¦re shaped so much by the people who surround you and how careful you have to be in choosing them for this exact reason and then i thought despite all that in the end maybe you have to lose them all in order to truly find yourself¡¦there are some books you pick up that you expect to obtain a certain experience from i picked up still me with the intent to read something light and undemanding yet that couldn¡¦t have ended up being further from the truth of course there are parts that really are light and undemanding louisa¡¦s internal dialogue about a city that fills her full of wonder the descriptions of her always spirited wardrobe yes the bumblebee tights do in fact make an appearance and her incurably charismatic sense of humor still me is less about the romance although that of course plays a factor but it¡¦s much more an inspiring tale of being true to yourself finding what sincerely makes you happy in life we only get one after all and to always wear your stripy tights with pride this book was a pleasant roller coaster of emotions that completely ran the gamut that i would gladly ride again  more                  
4,                          i absolutely loved me before you but i was kind of disappointed with after you not that it was terrible but it kind of dragged and made me frustrated at times so i didnt expect much from this book when i started reading it butstill me is actually pretty good  i liked how lou finally was able to find herself and what she wanted to do in life just as will adviced her to do so  but i still kind of wish the story ended from me before you without having the 2 sequels                  
5,                          oh wow i don¡¦t even know where to start is it possible to read and finish a jojo moyes novel without tears streaming down your face at least with still me they were tears of pure joy and happiness louisa clark i love you whereas others have questioned why louisa¡¦s story has been continued i have loved both continuations of her story and still me was an even more enjoyable and perfect read than after you honestly if you are yet to continue louisa¡¦s story and you loved me before you you  oh wow i don¡¦t even know where to start is it possible to read and finish a jojo moyes novel without tears streaming down your face at least with still me they were tears of pure joy and happiness louisa clark i love you whereas others have questioned why louisa¡¦s story has been continued i have loved both continuations of her story and still me was an even more enjoyable and perfect read than after you honestly if you are yet to continue louisa¡¦s story and you loved me before you you simply have to read them still me continues where after you ended with lou moving to new york to take up residence in a fifth avenue apartment as an assistant nathan also works there and oh what a joy it was to meet him again not just because thanks to the film of me before you i could picture him as brax from home and away but because it was the first of many connections to will will is present through the whole of this story as lou is living her life the way that he wanted her to and it was a pure joy to read jojo moyes is a fantastic comedic writer and the opening to this story was just laugh out loud funny again more so because we can picture the wonderful emilia clarke as lou i loved seeing new york through her eyes her fear excitement and apprehension and how she soon became caught up in this very different world from that which she was used to the journey that louisa goes on throughout this story is where it really shines i thought about the young naive girl we first met back when she was going to meet will and mrs traynor for the first time and compared that with the louisa we see at the end of still me and there¡¦s a world of difference she still struggles and lacks some confidence at the start of the story but watching her grow and develop as the story progressed filled me with both envy and pride at seeing this she has left ambulance sam back home and soon the struggles of a longdistance relationship make themselves known not helped by the fact that louisa bumps into somebody that bears a striking resemblance to somebody from her past in the beginning i was torn about louisa¡¦s relationship but as the story progressed there was only one way i wanted this story to end i felt at times there may have been an element of things falling into place a little too perfectly for louisa but this is fiction and i love this series and was able to overlook that and just enjoy the story for what it was after all this book is not without heartache or its struggles for louisa we see her return to the uk a few times and one of those times really effected me emotionally because it reminded me of when i lost a loved one louisa¡¦s time in new york is fantastic to read and her escapades are a whole lot of fun jojo moyes shows us all sides of this amazing city and i loved following and feeling like i was alongside louisa there¡¦s so many developments in this story and i want to talk about them all but whereas i usually get carried away and talk and talk and talk the best thing i can say is read this book read it live it and love it just as i have done over the past few days i remember the day i picked up me before you on a whim i remember the day i finished it lying in a freezing cold bath with tears pouring down my face i have read hundreds of books since and me before you remains in my memory quite vividly i remember reading after you and falling in love with louisa even more and then i remember crying at the trailer for the film of me before you and bawling at the actual film books like this are why i read unforgettable stories with unforgettable characters that offer pure escapism i am bereft to have finished this story and will now have one of the worst book hangovers i think i¡¦ve ever had i didn¡¦t want the story to end and i didn¡¦t want to leave these characters behind in case it wasn¡¦t clear by this point i cannot recommend this book or series enough thank you jojo moyes for continuing louisa¡¦s story not once but twice and for doing it so perfectly   more                  
4,                          oh man this book was just absolutely brilliant i know a lot of readers felt as if it was the end for them with me before you and honestly i felt like that too i felt as if i was betraying will and his memory by continuing this journey with lou but just like will lou was such a big character that i wanted to go on following her to experience her journey with her once again it wasnt smooth sailing for louisa she had got an incredible opportunity to stay and work in new york the city t  oh man this book was just absolutely brilliant i know a lot of readers felt as if it was the end for them with me before you and honestly i felt like that too i felt as if i was betraying will and his memory by continuing this journey with lou but just like will lou was such a big character that i wanted to go on following her to experience her journey with her once again it wasnt smooth sailing for louisa she had got an incredible opportunity to stay and work in new york the city that never sleeps she had the chance to explore new things and become her own person it was what will would have wanted right it took me a while to warm up to the gopniks the family that louisa would be staying with they were completely loaded and so i really wanted lou to take note of what nathan was saying just because you were working for them and had become mrs gopniks friend it didnt mean that they couldnt get rid of you when they felt like it also i wasnt the biggest fan of mrs gopnik i really couldnt understand her at times i know that she did find herself in a tough situation with no real support system but i just couldnt stand her and then when the big turn of events did come around i knew my gut feeling of not being able to trust her had been right all along but as they say one friendship lost is another gained right so i was thrilled that lou was able to find a confidant in the least expected of places once again with still me lou had a lot to learn and discover who did she want to be and want with life were daily struggles for her and with things being all over the place with sam i could see how it could be a confusing time with lou i at times didnt know what would be the right path for lou to take but again i loved how despite her struggles lou didnt quit and go home she pushed through having her life being turned upside down overnight and walked around with a smile on her face and this is what i love the most about lous character things may have hit the fan but lous resilience and attitude always bolsters her i know if i was in lous shoes id just want to stay in bed all day and never get up but things werent always doom and gloom there was of course lous family who were a delight to be back with again with their witty personalities and charm they bought so much fun and laughter to the story and of course there was lou herself who probably without realising it bought so many laugh out loud moments still me wasnt without a great set of new characters they were vivacious bubbly and absolutely charming every time moyes brings in characters that you cant just help but love and want to be around lou really has come a long way in still me from the girl that we first met in me before you thank you ms moyes for giving us the chance to experience such an incredible journey with such a wonderful person as lou  more                  
4,                          i should have known that i was going to ugly cry while reading still me since this makes the 8th jojo moyes book that ive read and ive never been able to read one of her books without being an emotional mess moyes is so wonderful at tugging on her readers heartstrings and no character does it better than lovely sweet louisa clarklou is back for a 3rd time in still me and i for one was thrilled to read about a character who i had grown to love so much in the first two books i was also g  i should have known that i was going to ugly cry while reading still me since this makes the 8th jojo moyes book that ive read and ive never been able to read one of her books without being an emotional mess moyes is so wonderful at tugging on her readers heartstrings and no character does it better than lovely sweet louisa clarklou is back for a 3rd time in still me and i for one was thrilled to read about a character who i had grown to love so much in the first two books i was also glad to reconnect with past characters like her family her parents always make me laugh and the traynors that ive grown to love too while i agree with many that after you was not as good as me before you i did thoroughly enjoy book 2 even if i didn¡¦t love it like i did book 1 i cant say that about<U+00A0>still me since i felt it was almost as good as the first<U+00A0>honestly nothing can top<U+00A0>me before you<U+00A0>in still me lou is finally living up to the promise she made to will to live boldly and say yes to new experiences shes left her family and her boyfriend ambulance sam in england and moved to new york city to be an assistantand secret keeperto agnes the younger second wife of the extremely wealthy mr<U+00A0>gopnik<U+00A0>  you always have one foot in two places you can never be truly happy because from the moment you leave you are two selves and wherever you are one half of you is always calling to the other this is our price louisa this is the cost of who we arelou quickly finds out that it can be very lonely trying to figure out who you really are in a new place while the people you know and love the most are continuing to live their lives she feels torn between what she wants in england with sam and the life that she is making for herself in nyc who is louisa clark it was so wonderful to see lou grow and blossom in this book her journey to discover just who she really is and what she wants is poignant heartbreaking and heartwarming she meets some unexpected people along the way who help her remember that she is still lou but better and that remaining true to herself is the only path she knows how to takemoyes writing as usual is superb and she brilliantly shows us the scenery of nyc the parties the crowded streets and more she is an author who makes me laugh and cry and i did so much of both with still me since moyes always seems to get lou in the wildest situations moyes has definitely become an autobuy author for me so i cant wait to see what she writes nexti love lou i truly do and i hated saying goodbye to her but i felt that moyes gave her a happy ending on her own terms which is all that ive ever wanted her to have it was an utter joy to spend time with lou one more timehighly highly recommended<U+00A0>  more                  
4,                          who wouldnt fall in love with louisa clark i do believe she is my favorite all time character quirky spunky and full of compassion and fun she is the kind of character that makes you laugh out loud in the opening pages and root for her the entire way through for those few of you who might have missed it this is the third installment of the journey of louisa clark of me before you and after you louisa quirky timid english girl hits new york city i loved all that by the way her ex  who wouldnt fall in love with louisa clark i do believe she is my favorite all time character quirky spunky and full of compassion and fun she is the kind of character that makes you laugh out loud in the opening pages and root for her the entire way through for those few of you who might have missed it this is the third installment of the journey of louisa clark of me before you and after you louisa quirky timid english girl hits new york city i loved all that by the way her experiences in new york what a perfect setting for a young girl to find and discover herself i found it to be incredibly true to form textured and extremely well done loved the book through and through loved the series and unlike most i think they got better and better this was my absolute favorite of the three and thats an extremely high compliment  more                  
5,                          oh louisa clark such a sweet  sassy heroine i was so excited to jump back into this series you definitely need to read these in order so don¡¦t start with this one this was definitely a comfort read although moyes keeps the reader guessing with where louisa¡¦s story goes i didn¡¦t see much of it coming i listened to audio and loved narrator anna acton¡¦s british accent she was very versatile and seamlessly switched from british to new york accents and then polish as well it was e  oh louisa clark such a sweet  sassy heroine i was so excited to jump back into this series you definitely need to read these in order so don¡¦t start with this one this was definitely a comfort read although moyes keeps the reader guessing with where louisa¡¦s story goes i didn¡¦t see much of it coming i listened to audio and loved narrator anna acton¡¦s british accent she was very versatile and seamlessly switched from british to new york accents and then polish as well it was easy to keep track of the characters with this great narrator shifting her voice for each character it was a satisfying ending and i hope that jojo moyes continues with this seriesthanks to san diego county library for the digital audio version via overdrive audio 13 hours 26 minutes  more                  
5,                          i reckon i am going to stop categorizing the installments of the me before you series as guilty pleasures reading still me has cemented my conviction that the series it is part of with me before you at the top belongs to a select group of contemporary romance books                   
4,                          resena completa<U+00A0>httpanitavelabooksblogspotcomes201803sigosiendoyojojomoyeshtml sigo siendo yo <U+00A0>es la tercera y ultima parte de la trilogia ¡§ yo antes de ti ¡¨ y es una historia que trata de superacion de segundas oportunidades y de aprender a ser quien uno quiere ser con un toque tierno divertido y que te encoge el corazon muy del estilo a su primera parte asi que¡K si os animo mucho a leer la trilogia porque solo por este libro creo que merece la pena continuar la historia de  resena completa<U+00A0>httpanitavelabooksblogspotcomes201803sigosiendoyojojomoyeshtml  sigo siendo yo  <U+00A0>es la tercera y ultima parte de la trilogia ¡§  yo antes de ti  ¡¨ y es una historia que trata de superacion de segundas oportunidades y de aprender a ser quien uno quiere ser con un toque tierno divertido y que te encoge el corazon muy del estilo a su primera parte asi que¡K si os animo mucho a leer la trilogia porque solo por este libro creo que merece la pena continuar la historia de lou  en el<U+00A0>blog<U+00A0>os cuento mas <U+00BF>te pasas<U+00A0>  more                  
5,                          loved it truly loved every single book in this series jojo moyes is basically flawless in my mind her writing is rich with detail and originality there¡¦s just so much charm this book in many ways felt like you¡¦ve got mail to me not because the stories are even close to the same but it gives you this nostalgic feeling of nyc and louisa clark is just as lovable as kathleen kelly she¡¦s fun and she dresses adorably but she¡¦s completely lost i can almost always get behind a girl who hasn¡¦  loved it truly loved every single book in this series jojo moyes is basically flawless in my mind her writing is rich with detail and originality there¡¦s just so much charm this book in many ways felt like you¡¦ve got mail to me not because the stories are even close to the same but it gives you this nostalgic feeling of nyc and louisa clark is just as lovable as kathleen kelly she¡¦s fun and she dresses adorably but she¡¦s completely lost i can almost always get behind a girl who hasn¡¦t figured life out yet guess what me either this book takes us far away from the sadness of the first book and it¡¦s where we finally get to see louisa become her own person it¡¦s one of those books that can strike you cold with its depth and in the next sentence make you laugh out loudthis part stood out to me ¡§i thought about the fact that there seemed to be such a high cost to anything a woman chose to do with her life unless she simply aimed low but i knew that already didn¡¦t i i had come here and it had cost me dear¡¨in so many ways this book is a reflection of the woman¡¦s journey not just through louisa but through the many memorable women we meet along the way i cannot say enough good things about these books   more                  
3,                          adorei a leitura de viver depois de ti e por isso tinha de ler este ultimo livro com a lou clark por adorar tanto a lou li o viver sem ti e agora este o meu coracao entre dois mundos como ja disse no segundo livro da trilogia acho que os livros seguintes perdem porque nao igualam a intensidade do primeiro livro apesar desse factor gostei sempre de reencontrar a lou clark que e uma personagem carismatica e singular   impossivel nao gostar dela da sua personalidade do seu bom humor da  adorei a leitura de viver depois de ti e por isso tinha de ler este ultimo livro com a lou clark por adorar tanto a lou li o viver sem ti e agora este o meu coracao entre dois mundos como ja disse no segundo livro da trilogia acho que os livros seguintes perdem porque nao igualam a intensidade do primeiro livro apesar desse factor gostei sempre de reencontrar a lou clark que e uma personagem carismatica e singular   impossivel nao gostar dela da sua personalidade do seu bom humor da sua resiliencia neste ultimo livro lou tem mais um desafio trabalhar e viver em nova iorque longe do seu recente namorado sam o que se passa durante a narrativa e um pouco previsivel os relacionamentos a distancia ressentemse sempre e e o que acontece com sam e lou mais nao vou dizer acerca da historia apesar da previsibilidade da narrativa nao deixa de ser bom voltar a reencontrar uma personagem tao querida como a lou clark boas leituras   more                  
4,                          8 de 10peguei no livro o meu coracao entre dois mundos li as primeiras paginas e percebi as saudades que tinha da lou e da escrita de jojo moyes foi uma sensacao de conforto inesperada mas muito boa apesar disso achei a primeira parte deste seu novo livro muito morna e sem grande conteudo a escrita de jojo esta presente divertida e leve mas falta o sentimento tao caracteristico nos seus livros anteriores no entanto a partir de meio alguns acontecimentos deram um novo folego a histo  8 de 10peguei no livro o meu coracao entre dois mundos li as primeiras paginas e percebi as saudades que tinha da lou e da escrita de jojo moyes foi uma sensacao de conforto inesperada mas muito boa apesar disso achei a primeira parte deste seu novo livro muito morna e sem grande conteudo a escrita de jojo esta presente divertida e leve mas falta o sentimento tao caracteristico nos seus livros anteriores no entanto a partir de meio alguns acontecimentos deram um novo folego a historia mantendo o meu interesse e vontade de ler ate ao finalcomentario completo emhttpsabibliotecad<U+200B>ajoaoblogspotc  more                  
5,                          ¡§see love it¡¦s not that your life is over just that it¡¦s going to be a different sort of life¡¨i have no words for how personally the latter two books of this series have touched my life no words                  
4,                          35 sterne leider viel zu vorhersehbar und klischeebehaftet ansonsten war es wieder sehr schon lou zu begleiten es hat spas gemacht                  
5,                          i am emotional considering how underwhelmed i was with the second book i so overwhelmed with love for this book i have well and truly fallen in love with louisa clarke this book would be a good ending to the series but please tell me there will be more                  
